"","rat_alpha","utt_other_prob","noise_strength","alpha_bare","beta_bare","cost_bare","alpha_might","beta_might","cost_might","alpha_probably","beta_probably","cost_probably","alpha_think","beta_think","cost_think","alpha_could","beta_could","cost_could","alpha_looks_like","beta_looks_like","cost_looks_like","alpha_bare_not","beta_bare_not","cost_bare_not","mu_bare","var_bare","nu_bare","mu_could","var_could","nu_could","mu_looks_like","var_looks_like","nu_looks_like","mu_might","var_might","nu_might","mu_probably","var_probably","nu_probably","mu_think","var_think","nu_think","mu_bare_not","var_bare_not","nu_bare_not"
"1",2.211211,3.640688e-05,0.07433144,3.08582211166644,0.145263462196473,3.03251764,1.84581999194423,5.26088074520342,1,5.49412900336519,3.36289971675261,1,2.83348737233369,2.20207018062921,3.03251764,1.54426647282184,2.7894736931539,3.03251764,2.6467233713506,1.52990293821828,3.03251764,1.03619599280314,2.58424566516191,3.03251764,0.94946607292864,0.0131222799390955,3.23108557386291,0.355189307996199,0.0428020929462728,4.33374016597574,0.632439019405809,0.0452127904530249,4.17662630956888,0.251617837080061,0.0238703005470762,7.10670073714765,0.588833625087009,0.026410371577937,8.8570287201178,0.559208277444031,0.0407917239879722,5.0355575529629,0.289559546961664,0.0446616477676518,3.62044165796506
