"workerid","modal","correct_answer","video","catch_trial_answer_correct","percentage_blue","catch_trial","color","image","speaker_cond"
25,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
25,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
25,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
25,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
25,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
25,"probably",1,"orange_probably_m",1,40,1,"orange","scene_orange_video_40.gif","m"
25,"probably",2,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
25,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
25,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
25,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
25,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
25,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
25,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
25,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
25,"might",2,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
25,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
26,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
26,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
26,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
26,"bare",2,"blue_bare_m",0,100,1,"blue","scene_blue_video_100.gif","m"
26,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
26,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
26,"might",2,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
26,"probably",2,"orange_probably_m",1,40,1,"orange","scene_orange_video_40.gif","m"
26,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
26,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
26,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
26,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
26,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
26,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
26,"might",1,"blue_might_m",0,25,1,"blue","scene_blue_video_25.gif","m"
26,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
26,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
26,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
26,"probably",2,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
26,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
26,"probably",1,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
26,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
26,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
26,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
26,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
27,"might",2,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
27,"probably",1,"orange_probably_m",1,40,1,"orange","scene_orange_video_40.gif","m"
27,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
27,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
27,"bare",1,"orange_bare_m",1,0,1,"orange","scene_orange_video_0.gif","m"
27,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
27,"might",2,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
27,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
27,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
27,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
27,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
27,"probably",1,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
27,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
27,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
27,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
27,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
27,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
27,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
27,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
27,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
27,"might",2,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
27,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
27,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
27,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
27,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
28,"might",2,"blue_might_m",0,25,1,"blue","scene_blue_video_25.gif","m"
28,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
28,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
28,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
28,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
28,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
28,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
28,"probably",2,"blue_probably_m",0,60,1,"blue","scene_blue_video_60.gif","m"
28,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
28,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
28,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
28,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
28,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
28,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
28,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
28,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
28,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
28,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
28,"probably",1,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
28,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
28,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
28,"might",1,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
28,"probably",2,"orange_probably_m",1,40,1,"orange","scene_orange_video_40.gif","m"
28,"probably",2,"orange_probably_m",0,40,1,"orange","scene_orange_video_40.gif","m"
28,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
29,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
29,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
29,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
29,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
29,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
29,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
29,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
29,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
29,"might",2,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
29,"might",2,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
29,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
29,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
29,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
29,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
29,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
29,"might",2,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
29,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
29,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
29,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
29,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
29,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
29,"might",2,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
29,"probably",2,"orange_probably_m",1,40,1,"orange","scene_orange_video_40.gif","m"
29,"probably",1,"orange_probably_m",1,40,1,"orange","scene_orange_video_40.gif","m"
29,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
30,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
30,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
30,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
30,"probably",2,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
30,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
30,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
30,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
30,"bare",2,"blue_bare_m",1,100,1,"blue","scene_blue_video_100.gif","m"
30,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
30,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
30,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
30,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
30,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
30,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
30,"probably",2,"orange_probably_m",1,40,1,"orange","scene_orange_video_40.gif","m"
30,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
30,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
30,"might",2,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
30,"might",2,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
30,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
30,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
30,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
30,"probably",2,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
30,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
30,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
31,"bare",1,"blue_bare_m",1,100,1,"blue","scene_blue_video_100.gif","m"
31,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
31,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
31,"probably",1,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
31,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
31,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
31,"probably",2,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
31,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
31,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
31,"probably",1,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
31,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
31,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
31,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
31,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
31,"might",2,"orange_might_m",0,75,1,"orange","scene_orange_video_75.gif","m"
31,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
31,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
31,"bare",1,"blue_bare_m",1,100,1,"blue","scene_blue_video_100.gif","m"
31,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
31,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
31,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
31,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
31,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
31,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
31,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
32,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
32,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
32,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
32,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
32,"bare",1,"orange_bare_m",1,0,1,"orange","scene_orange_video_0.gif","m"
32,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
32,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
32,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
32,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
32,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
32,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
32,"might",1,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
32,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
32,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
32,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
32,"bare",1,"blue_bare_m",1,100,1,"blue","scene_blue_video_100.gif","m"
32,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
32,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
32,"might",1,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
32,"probably",1,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
32,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
32,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
32,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
32,"bare",2,"orange_bare_m",1,0,1,"orange","scene_orange_video_0.gif","m"
32,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
33,"probably",1,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
33,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
33,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
33,"might",1,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
33,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
33,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
33,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
33,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
33,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
33,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
33,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
33,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
33,"might",2,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
33,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
33,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
33,"bare",2,"orange_bare_m",1,0,1,"orange","scene_orange_video_0.gif","m"
33,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
33,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
33,"might",2,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
33,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
33,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
33,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
33,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
33,"bare",1,"blue_bare_m",1,100,1,"blue","scene_blue_video_100.gif","m"
33,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
34,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
34,"might",2,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
34,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
34,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
34,"probably",2,"orange_probably_m",1,40,1,"orange","scene_orange_video_40.gif","m"
34,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
34,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
34,"probably",2,"orange_probably_m",1,40,1,"orange","scene_orange_video_40.gif","m"
34,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
34,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
34,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
34,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
34,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
34,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
34,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
34,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
34,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
34,"might",1,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
34,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
34,"might",1,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
34,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
34,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
34,"bare",2,"orange_bare_m",1,0,1,"orange","scene_orange_video_0.gif","m"
34,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
34,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
35,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
35,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
35,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
35,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
35,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
35,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
35,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
35,"probably",1,"orange_probably_m",1,40,1,"orange","scene_orange_video_40.gif","m"
35,"might",2,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
35,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
35,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
35,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
35,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
35,"might",2,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
35,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
35,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
35,"might",2,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
35,"bare",1,"blue_bare_m",0,100,1,"blue","scene_blue_video_100.gif","m"
35,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
35,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
35,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
35,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
35,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
35,"might",1,"orange_might_m",0,75,1,"orange","scene_orange_video_75.gif","m"
35,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
36,"probably",1,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
36,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
36,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
36,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
36,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
36,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
36,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
36,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
36,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
36,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
36,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
36,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
36,"might",1,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
36,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
36,"might",2,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
36,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
36,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
36,"might",2,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
36,"probably",1,"orange_probably_m",1,40,1,"orange","scene_orange_video_40.gif","m"
36,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
36,"probably",2,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
36,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
36,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
36,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
36,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
37,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
37,"might",2,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
37,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
37,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
37,"bare",2,"blue_bare_m",1,100,1,"blue","scene_blue_video_100.gif","m"
37,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
37,"might",2,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
37,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
37,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
37,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
37,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
37,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
37,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
37,"probably",1,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
37,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
37,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
37,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
37,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
37,"probably",1,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
37,"might",1,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
37,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
37,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
37,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
37,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
37,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
38,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
38,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
38,"might",2,"blue_might_m",0,25,1,"blue","scene_blue_video_25.gif","m"
