"catch_trial","correct_answer","modal","workerid","image","percentage_blue","color","catch_trial_answer_correct","video","speaker_cond"
0,NA,"probably",12,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"might",12,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"probably",12,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
1,1,"might",12,"scene_blue_video_60.gif",60,"blue",1,"blue_might_f","f"
0,NA,"probably",12,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"might",12,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
0,NA,"might",12,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
1,2,"probably",12,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_f","f"
1,1,"probably",12,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_f","f"
0,NA,"bare",12,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_f","f"
0,NA,"might",12,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
0,NA,"might",12,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"probably",12,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"might",12,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
0,NA,"bare",12,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_f","f"
0,NA,"probably",12,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
1,1,"bare",12,"scene_blue_video_100.gif",100,"blue",1,"blue_bare_f","f"
0,NA,"might",13,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"might",13,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"bare",13,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_f","f"
1,1,"probably",13,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_f","f"
0,NA,"might",13,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
0,NA,"might",13,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
0,NA,"probably",13,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
1,2,"probably",13,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_f","f"
0,NA,"might",13,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"bare",13,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_f","f"
0,NA,"bare",13,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_f","f"
0,NA,"probably",13,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"might",13,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"probably",13,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"probably",13,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"bare",13,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_f","f"
1,1,"might",13,"scene_orange_video_40.gif",40,"orange",1,"orange_might_f","f"
0,NA,"probably",13,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
1,2,"bare",13,"scene_blue_video_100.gif",100,"blue",1,"blue_bare_f","f"
0,NA,"might",13,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"probably",13,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
1,2,"might",13,"scene_orange_video_40.gif",40,"orange",1,"orange_might_f","f"
0,NA,"probably",13,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
1,2,"probably",13,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_f","f"
0,NA,"might",13,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
0,NA,"probably",14,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
1,1,"bare",14,"scene_orange_video_0.gif",0,"orange",1,"orange_bare_f","f"
0,NA,"bare",14,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_f","f"
0,NA,"might",14,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"might",14,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"probably",14,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
1,2,"might",14,"scene_orange_video_40.gif",40,"orange",1,"orange_might_f","f"
0,NA,"might",14,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"might",14,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"might",14,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
1,1,"probably",14,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_f","f"
0,NA,"probably",14,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"probably",14,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"probably",14,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"probably",14,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"might",14,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
1,2,"probably",14,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_f","f"
0,NA,"bare",14,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_f","f"
0,NA,"probably",14,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
1,1,"bare",14,"scene_blue_video_100.gif",100,"blue",1,"blue_bare_f","f"
0,NA,"might",14,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"might",14,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
0,NA,"bare",14,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_f","f"
1,1,"might",14,"scene_orange_video_40.gif",40,"orange",1,"orange_might_f","f"
0,NA,"probably",14,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"might",15,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
0,NA,"probably",15,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"probably",15,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"probably",15,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"might",15,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"might",15,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"might",15,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
1,2,"bare",15,"scene_blue_video_100.gif",100,"blue",1,"blue_bare_f","f"
0,NA,"might",15,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"probably",15,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
1,2,"might",15,"scene_blue_video_60.gif",60,"blue",1,"blue_might_f","f"
0,NA,"probably",15,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
1,1,"probably",15,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_f","f"
0,NA,"probably",15,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
1,2,"probably",15,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_f","f"
0,NA,"bare",15,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_f","f"
0,NA,"bare",15,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_f","f"
0,NA,"probably",15,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"might",15,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
1,2,"probably",15,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_f","f"
1,2,"bare",15,"scene_blue_video_100.gif",100,"blue",1,"blue_bare_f","f"
0,NA,"might",15,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"might",15,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"might",15,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"bare",15,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_f","f"
0,NA,"probably",16,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"probably",16,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
1,2,"bare",16,"scene_orange_video_0.gif",0,"orange",0,"orange_bare_f","f"
0,NA,"bare",16,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_f","f"
0,NA,"might",16,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"probably",16,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"probably",16,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"probably",16,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"bare",16,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_f","f"
0,NA,"might",16,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
1,1,"might",16,"scene_blue_video_60.gif",60,"blue",0,"blue_might_f","f"
0,NA,"might",16,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"might",16,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
1,1,"might",16,"scene_blue_video_60.gif",60,"blue",1,"blue_might_f","f"
0,NA,"might",16,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
0,NA,"bare",16,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_f","f"
1,2,"probably",16,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_f","f"
0,NA,"probably",16,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"might",16,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
0,NA,"bare",16,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_f","f"
0,NA,"might",16,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
0,NA,"probably",16,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"probably",16,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
1,1,"might",16,"scene_orange_video_40.gif",40,"orange",1,"orange_might_f","f"
1,1,"probably",16,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_f","f"
1,2,"probably",17,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_f","f"
0,NA,"might",17,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"probably",17,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"might",17,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"probably",17,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"might",17,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"bare",17,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_f","f"
1,1,"might",17,"scene_blue_video_60.gif",60,"blue",1,"blue_might_f","f"
0,NA,"might",17,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"probably",17,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"probably",17,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"bare",17,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_f","f"
0,NA,"bare",17,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_f","f"
0,NA,"bare",17,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_f","f"
0,NA,"probably",17,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
1,2,"might",17,"scene_orange_video_40.gif",40,"orange",1,"orange_might_f","f"
0,NA,"might",17,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
1,2,"probably",17,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_f","f"
0,NA,"probably",17,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"bare",17,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_f","f"
0,NA,"might",17,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
0,NA,"probably",17,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"might",17,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
1,1,"probably",17,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_f","f"
1,2,"might",17,"scene_blue_video_60.gif",60,"blue",1,"blue_might_f","f"
0,NA,"probably",18,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"probably",18,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"bare",18,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_f","f"
1,1,"probably",18,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_f","f"
0,NA,"might",18,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"bare",18,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_f","f"
0,NA,"bare",18,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_f","f"
0,NA,"probably",18,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"probably",18,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"might",18,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
0,NA,"bare",18,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_f","f"
0,NA,"probably",18,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"might",18,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"might",18,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
1,2,"might",18,"scene_blue_video_60.gif",60,"blue",1,"blue_might_f","f"
0,NA,"probably",18,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
1,1,"might",18,"scene_orange_video_40.gif",40,"orange",1,"orange_might_f","f"
0,NA,"might",18,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"probably",18,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"might",18,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
1,1,"might",18,"scene_orange_video_40.gif",40,"orange",1,"orange_might_f","f"
1,1,"might",18,"scene_orange_video_40.gif",40,"orange",1,"orange_might_f","f"
1,2,"probably",18,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_f","f"
0,NA,"bare",18,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_f","f"
0,NA,"probably",18,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"probably",19,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"probably",19,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"might",19,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"might",19,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
1,1,"bare",19,"scene_blue_video_100.gif",100,"blue",1,"blue_bare_f","f"
0,NA,"probably",19,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"probably",19,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"might",19,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"probably",19,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"might",19,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
1,2,"might",19,"scene_orange_video_40.gif",40,"orange",1,"orange_might_f","f"
0,NA,"bare",19,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_f","f"
1,1,"bare",19,"scene_blue_video_100.gif",100,"blue",1,"blue_bare_f","f"
0,NA,"might",19,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
1,2,"probably",19,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_f","f"
0,NA,"probably",19,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_f","f"
0,NA,"probably",19,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
1,2,"bare",19,"scene_orange_video_0.gif",0,"orange",1,"orange_bare_f","f"
0,NA,"might",19,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"might",19,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_f","f"
0,NA,"might",19,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
0,NA,"might",19,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_f","f"
0,NA,"probably",19,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_f","f"
0,NA,"bare",19,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_f","f"
1,2,"probably",19,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_f","f"
0,NA,"bare",20,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_m","m"
0,NA,"bare",20,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
1,2,"probably",20,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_m","m"
0,NA,"probably",20,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"probably",20,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
1,1,"might",20,"scene_orange_video_40.gif",40,"orange",1,"orange_might_m","m"
0,NA,"bare",20,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_m","m"
0,NA,"might",20,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"might",20,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"might",20,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"bare",20,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_m","m"
0,NA,"probably",20,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"might",20,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"bare",20,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
0,NA,"probably",20,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"probably",20,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"might",20,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"probably",20,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
1,2,"probably",20,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_m","m"
0,NA,"might",20,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"might",20,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
1,1,"probably",20,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_m","m"
1,1,"probably",20,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_m","m"
0,NA,"might",20,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
1,1,"might",20,"scene_blue_video_60.gif",60,"blue",1,"blue_might_m","m"
0,NA,"probably",21,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
0,NA,"might",21,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
1,2,"probably",21,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_m","m"
1,1,"might",21,"scene_orange_video_40.gif",40,"orange",1,"orange_might_m","m"
1,2,"probably",21,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_m","m"
0,NA,"might",21,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"might",21,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"bare",21,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_m","m"
1,2,"bare",21,"scene_orange_video_0.gif",0,"orange",1,"orange_bare_m","m"
0,NA,"probably",21,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"bare",21,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_m","m"
0,NA,"bare",21,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_m","m"
0,NA,"bare",21,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_m","m"
0,NA,"probably",21,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"might",21,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"might",21,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"might",21,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"probably",21,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"might",21,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"might",21,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"probably",21,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
0,NA,"probably",21,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
0,NA,"probably",21,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
1,1,"probably",21,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_m","m"
1,2,"might",21,"scene_orange_video_40.gif",40,"orange",0,"orange_might_m","m"
1,2,"might",22,"scene_orange_video_40.gif",40,"orange",1,"orange_might_m","m"
0,NA,"probably",22,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"bare",22,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
0,NA,"probably",22,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"might",22,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
1,2,"probably",22,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_m","m"
0,NA,"probably",22,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
0,NA,"might",22,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"probably",22,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
1,1,"probably",22,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_m","m"
0,NA,"bare",22,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
1,2,"probably",22,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_m","m"
0,NA,"probably",22,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"bare",22,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_m","m"
0,NA,"probably",22,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
0,NA,"might",22,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"might",22,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"bare",22,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
1,1,"might",22,"scene_orange_video_40.gif",40,"orange",1,"orange_might_m","m"
0,NA,"probably",22,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
0,NA,"bare",22,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
1,2,"might",22,"scene_blue_video_60.gif",60,"blue",1,"blue_might_m","m"
0,NA,"might",22,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"might",22,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"might",22,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"probably",23,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
1,1,"bare",23,"scene_orange_video_0.gif",0,"orange",1,"orange_bare_m","m"
0,NA,"probably",23,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
1,2,"might",23,"scene_blue_video_60.gif",60,"blue",1,"blue_might_m","m"
1,1,"probably",23,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_m","m"
0,NA,"might",23,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"probably",23,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"probably",23,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"bare",23,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
0,NA,"might",23,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"probably",23,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"might",23,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"might",23,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"bare",23,"scene_blue_video_100.gif",100,"blue",-1,"blue_bare_m","m"
0,NA,"might",23,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"bare",23,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
1,2,"might",23,"scene_blue_video_60.gif",60,"blue",1,"blue_might_m","m"
0,NA,"might",23,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
1,1,"probably",23,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_m","m"
0,NA,"probably",23,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
0,NA,"bare",23,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
1,1,"probably",23,"scene_blue_video_90.gif",90,"blue",1,"blue_probably_m","m"
0,NA,"might",23,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"probably",23,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"might",23,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"probably",24,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
0,NA,"might",24,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"probably",24,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
1,2,"probably",24,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_m","m"
0,NA,"might",24,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"bare",24,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
0,NA,"might",24,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"probably",24,"scene_blue_video_90.gif",90,"blue",-1,"blue_probably_m","m"
1,1,"probably",24,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_m","m"
1,1,"might",24,"scene_blue_video_60.gif",60,"blue",1,"blue_might_m","m"
0,NA,"might",24,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
0,NA,"might",24,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
0,NA,"bare",24,"scene_orange_video_0.gif",0,"orange",-1,"orange_bare_m","m"
0,NA,"probably",24,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
0,NA,"probably",24,"scene_orange_video_10.gif",10,"orange",-1,"orange_probably_m","m"
1,2,"bare",24,"scene_blue_video_100.gif",100,"blue",1,"blue_bare_m","m"
0,NA,"might",24,"scene_orange_video_40.gif",40,"orange",-1,"orange_might_m","m"
1,2,"probably",24,"scene_orange_video_10.gif",10,"orange",1,"orange_probably_m","m"
0,NA,"might",24,"scene_blue_video_60.gif",60,"blue",-1,"blue_might_m","m"
