"","rat_alpha","utt_other_prob","noise_strength","alpha_bare","beta_bare","cost_bare","alpha_might","beta_might","cost_might","alpha_probably","beta_probably","cost_probably","alpha_think","beta_think","cost_think","alpha_could","beta_could","cost_could","alpha_looks_like","beta_looks_like","cost_looks_like","alpha_bare_not","beta_bare_not","cost_bare_not","mu_bare","var_bare","nu_bare","mu_could","var_could","nu_could","mu_looks_like","var_looks_like","nu_looks_like","mu_might","var_might","nu_might","mu_probably","var_probably","nu_probably","mu_think","var_think","nu_think","mu_bare_not","var_bare_not","nu_bare_not"
"1",2.21121100212587,2.6791917026951e-05,0.07433144,2.37458553528093,0.227899076824528,1.59326376636167,1.24722761146586,4.52243908551738,0.749700995932667,4.28754307685422,2.07789660496382,1.13984709770006,2.56504016743212,1.61099496552691,4.45724407673056,1.30171997149091,2.22665932716464,4.45724407673056,2.38781582578046,1.04401391013063,4.45724407673056,0.751864329916802,2.2251486083598,4.45724407673056,0.907725407890458,0.0243608717204054,2.60248461210546,0.369134870307511,0.0531210738305444,3.52837929865555,0.69444203292248,0.0496488972086838,3.43182973591109,0.214516409389767,0.0249926330699106,5.76966669698324,0.668119478717449,0.0312263784005036,6.36543968181804,0.61466011739309,0.0467462413305323,4.17603513295904,0.25232911044022,0.0492638295397997,2.97701293827661
