modal,percentage_blue,cond,rating_pred,run
other,65,might-probably,0.0781221130128,3
might,70,might-probably,0.229910422118,3
probably,70,might-probably,0.703456805959,3
other,70,might-probably,0.0666327719236,3
might,75,might-probably,0.200351173985,3
probably,75,might-probably,0.739797588139,3
other,75,might-probably,0.059851237876,3
might,80,might-probably,0.184828590466,3
probably,80,might-probably,0.758757252189,3
other,80,might-probably,0.0564141573453,3
might,85,might-probably,0.178226463416,3
probably,85,might-probably,0.76655560979,3
other,85,might-probably,0.0552179267945,3
might,90,might-probably,0.176330872204,3
probably,90,might-probably,0.768121938529,3
other,90,might-probably,0.0555471892669,3
might,95,might-probably,0.175818261002,3
probably,95,might-probably,0.766236937312,3
other,95,might-probably,0.0579448016858,3
might,100,might-probably,0.0885837228626,3
probably,100,might-probably,0.345238903834,3
other,100,might-probably,0.566177373304,3
might,0,might-probably,0.0175190540306,4
probably,0,might-probably,0.0166666666812,4
other,0,might-probably,0.965814279288,4
might,5,might-probably,0.365881632219,4
probably,5,might-probably,0.0166677295209,4
other,5,might-probably,0.61745063826,4
might,10,might-probably,0.711587833485,4
probably,10,might-probably,0.0167158968784,4
other,10,might-probably,0.271696269637,4
might,15,might-probably,0.774185845346,4
probably,15,might-probably,0.0171309717848,4
other,15,might-probably,0.208683182869,4
might,20,might-probably,0.78249788153,4
probably,20,might-probably,0.0191025494433,4
other,20,might-probably,0.198399569027,4
might,25,might-probably,0.778575676649,4
probably,25,might-probably,0.0253805397017,4
other,25,might-probably,0.196043783649,4
might,30,might-probably,0.766206666758,4
probably,30,might-probably,0.0406929676107,4
other,30,might-probably,0.193100365631,4
might,35,might-probably,0.740827668826,4
probably,35,might-probably,0.0719330394538,4
other,35,might-probably,0.187239291721,4
might,40,might-probably,0.695720518367,4
probably,40,might-probably,0.127533196102,4
other,40,might-probably,0.17674628553,4
might,45,might-probably,0.625906853323,4
probably,45,might-probably,0.213679132309,4
other,45,might-probably,0.160414014369,4
might,50,might-probably,0.534635058744,4
probably,50,might-probably,0.326376155469,4
other,50,might-probably,0.138988785787,4
might,55,might-probably,0.4363514699,4
probably,55,might-probably,0.447770730242,4
other,55,might-probably,0.115877799858,4
might,60,might-probably,0.348563483969,4
probably,60,might-probably,0.556212082677,4
other,60,might-probably,0.0952244333545,4
might,65,might-probably,0.281124344383,4
probably,65,might-probably,0.639504781061,4
other,65,might-probably,0.0793708745558,4
might,70,might-probably,0.234739552891,4
probably,70,might-probably,0.696757405081,4
other,70,might-probably,0.0685030420284,4
might,75,might-probably,0.205596959483,4
probably,75,might-probably,0.73265505153,4
other,75,might-probably,0.0617479889874,4
might,80,might-probably,0.189123448189,4
probably,80,might-probably,0.752801135827,4
other,80,might-probably,0.0580754159835,4
might,85,might-probably,0.181283142994,4
probably,85,might-probably,0.762067801794,4
other,85,might-probably,0.0566490552123,4
might,90,might-probably,0.178575356602,4
probably,90,might-probably,0.764415771854,4
other,90,might-probably,0.0570088715434,4
might,95,might-probably,0.177770591455,4
probably,95,might-probably,0.761998641513,4
other,95,might-probably,0.0602307670325,4
might,100,might-probably,0.09301804998,4
probably,100,might-probably,0.357783744684,4
other,100,might-probably,0.549198205336,4
might,0,might-probably,0.0193472717279,5
probably,0,might-probably,0.0166666667733,5
other,0,might-probably,0.963986061499,5
might,5,might-probably,0.439732846067,5
probably,5,might-probably,0.0166692358112,5
other,5,might-probably,0.543597918122,5
might,10,might-probably,0.723178778854,5
probably,10,might-probably,0.0167464350978,5
other,10,might-probably,0.260074786048,5
might,15,might-probably,0.773644006237,5
probably,15,might-probably,0.0172968711229,5
other,15,might-probably,0.20905912264,5
might,20,might-probably,0.780093096926,5
probably,20,might-probably,0.0195793548007,5
other,20,might-probably,0.200327548273,5
might,25,might-probably,0.775753259095,5
probably,25,might-probably,0.026184676938,5
other,25,might-probably,0.198062063967,5
might,30,might-probably,0.763564479956,5
probably,30,might-probably,0.041270603799,5
other,30,might-probably,0.195164916245,5
might,35,might-probably,0.73968336057,5
probably,35,might-probably,0.0706996778107,5
other,35,might-probably,0.189616961619,5
might,40,might-probably,0.698412867375,5
probably,40,might-probably,0.121656774415,5
other,40,might-probably,0.17993035821,5
might,45,might-probably,0.635014093427,5
probably,45,might-probably,0.200048826054,5
other,45,might-probably,0.16493708052,5
might,50,might-probably,0.550612541301,5
probably,50,might-probably,0.304505743419,5
other,50,might-probably,0.14488171528,5
might,55,might-probably,0.455792313901,5
probably,55,might-probably,0.421917121127,5
other,55,might-probably,0.122290564972,5
might,60,might-probably,0.366178680942,5
probably,60,might-probably,0.532904777433,5
other,60,might-probably,0.100916541625,5
might,65,might-probably,0.293146458048,5
probably,65,might-probably,0.623346583072,5
other,65,might-probably,0.0835069588807,5
might,70,might-probably,0.239921032733,5
probably,70,might-probably,0.689215074243,5
other,70,might-probably,0.0708638930233,5
might,75,might-probably,0.204295377071,5
probably,75,might-probably,0.733205871047,5
other,75,might-probably,0.0624987518815,5
might,80,might-probably,0.182375139224,5
probably,80,might-probably,0.760074365973,5
other,80,might-probably,0.0575504948033,5
might,85,might-probably,0.170468948635,5
probably,85,might-probably,0.774224571829,5
other,85,might-probably,0.0553064795359,5
might,90,might-probably,0.165382188513,5
probably,90,might-probably,0.779072171796,5
other,90,might-probably,0.055545639691,5
might,95,might-probably,0.163820740588,5
probably,95,might-probably,0.776029068403,5
other,95,might-probably,0.0601501910082,5
might,100,might-probably,0.0825805127374,5
probably,100,might-probably,0.34189250724,5
other,100,might-probably,0.575526980022,5
might,0,might-probably,0.0202643868573,6
probably,0,might-probably,0.0166666666668,6
other,0,might-probably,0.963068946476,6
might,5,might-probably,0.39472220373,6
probably,5,might-probably,0.0166667559983,6
other,5,might-probably,0.588611040272,6
might,10,might-probably,0.699580611476,6
probably,10,might-probably,0.0166774223498,6
other,10,might-probably,0.283741966174,6
might,15,might-probably,0.768297818983,6
probably,15,might-probably,0.0168278388232,6
other,15,might-probably,0.214874342194,6
might,20,might-probably,0.782102156329,6
probably,20,might-probably,0.0177975935992,6
other,20,might-probably,0.200100250072,6
might,25,might-probably,0.78160770803,6
probably,25,might-probably,0.0216755471047,6
other,25,might-probably,0.196716744866,6
might,30,might-probably,0.772839950662,6
probably,30,might-probably,0.0328952607118,6
other,30,might-probably,0.194264788626,6
might,35,might-probably,0.751706920928,6
probably,35,might-probably,0.0589211348444,6
other,35,might-probably,0.189371944228,6
might,40,might-probably,0.710035659062,6
probably,40,might-probably,0.110245483668,6
other,40,might-probably,0.17971885727,6
might,45,might-probably,0.639833799578,6
probably,45,might-probably,0.196823673895,6
other,45,might-probably,0.163342526527,6
might,50,might-probably,0.542410959286,6
probably,50,might-probably,0.317073187018,6
other,50,might-probably,0.140515853695,6
might,55,might-probably,0.435204794374,6
probably,55,might-probably,0.449451409235,6
other,55,might-probably,0.11534379639,6
