"","rat_alpha","utt_other_prob","noise_strength","alpha_bare","beta_bare","cost_bare","alpha_might","beta_might","cost_might","alpha_probably","beta_probably","cost_probably","alpha_think","beta_think","cost_think","alpha_could","beta_could","cost_could","alpha_looks_like","beta_looks_like","cost_looks_like","alpha_bare_not","beta_bare_not","cost_bare_not","mu_bare","var_bare","nu_bare","mu_could","var_could","nu_could","mu_looks_like","var_looks_like","nu_looks_like","mu_might","var_might","nu_might","mu_probably","var_probably","nu_probably","mu_think","var_think","nu_think","mu_bare_not","var_bare_not","nu_bare_not"
"1",2.211211,3.640688e-05,0.07433144,2.76672396067021,0.321507751878582,0.800879330334277,0.713720749094464,5.17852325882224,0.874086461243571,3.65595826517548,3.81403772850032,0.251041689307361,2.61353838280993,1.74827017190035,9.89182339681841,1.39679035130137,2.36248218079624,9.89182339681841,2.52135682083671,1.1513714801752,9.89182339681841,0.941850090468207,2.24728806388591,9.89182339681841,0.892740619922917,0.0248010175243302,3.0882317125488,0.372065288395454,0.047751223844969,3.7592725320976,0.686860973733014,0.0448797854117575,3.67272830101191,0.12151754795348,0.0154604027167754,5.89224400791671,0.490828284121637,0.0313684058241312,7.4699959936758,0.59895981295673,0.0421878076275268,4.36180855471029,0.294251035660726,0.0485020294564619,3.18913815435412
