workerid,percentage_blue,rating,modal
0,0,0.83,"""noise"""
0,10,0.82,"""noise"""
0,25,0.74,"""noise"""
0,40,0.76,"""noise"""
0,50,0.7,"""noise"""
0,60,0.64,"""noise"""
0,75,0.61,"""noise"""
0,90,0.64,"""noise"""
0,100,0.51,"""noise"""
1,0,0.46,"""noise"""
1,10,0.52,"""noise"""
1,25,0.6,"""noise"""
1,40,0.83,"""noise"""
1,50,0.69,"""noise"""
1,60,0.54,"""noise"""
1,75,0.67,"""noise"""
1,90,0.75,"""noise"""
1,100,0.81,"""noise"""
