"workerid","catch_trial","color","image","show_cross","percentage_blue","video","modal","catch_trial_answer_correct","speaker_cond"
12,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_f""","""might""",1,"f"
13,1,"""orange""","""scene_orange_video_0.gif""","true","""0""","""orange_bare_f""","""bare""",0,"f"
13,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_f""","""probably""",-1,"f"
13,1,"""orange""","""scene_orange_video_40.gif""","true","""40""","""orange_might_f""","""might""",1,"f"
13,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
13,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
13,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
13,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
13,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_f""","""probably""",-1,"f"
13,1,"""orange""","""scene_orange_video_40.gif""","true","""40""","""orange_might_f""","""might""",1,"f"
13,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_f""","""probably""",-1,"f"
13,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_f""","""bare""",-1,"f"
13,1,"""orange""","""scene_orange_video_0.gif""","true","""0""","""orange_bare_f""","""bare""",1,"f"
13,1,"""orange""","""scene_orange_video_40.gif""","false","""40""","""orange_might_f""","""might""",1,"f"
13,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_f""","""might""",1,"f"
13,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
13,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
13,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_f""","""bare""",-1,"f"
13,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
13,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
13,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_f""","""bare""",-1,"f"
14,1,"""orange""","""scene_orange_video_10.gif""","false","""10""","""orange_probably_f""","""probably""",1,"f"
14,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
14,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
14,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_f""","""bare""",-1,"f"
14,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
14,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_f""","""probably""",-1,"f"
14,1,"""blue""","""scene_blue_video_60.gif""","true","""60""","""blue_might_f""","""might""",1,"f"
14,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_f""","""might""",1,"f"
14,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
14,1,"""orange""","""scene_orange_video_40.gif""","true","""40""","""orange_might_f""","""might""",1,"f"
14,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
14,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
14,1,"""blue""","""scene_blue_video_90.gif""","true","""90""","""blue_probably_f""","""probably""",0,"f"
14,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
14,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
14,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_f""","""bare""",-1,"f"
14,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
14,1,"""orange""","""scene_orange_video_0.gif""","false","""0""","""orange_bare_f""","""bare""",1,"f"
14,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_f""","""bare""",-1,"f"
14,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_f""","""bare""",-1,"f"
15,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
15,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
15,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_f""","""might""",1,"f"
15,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
15,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
15,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_f""","""bare""",-1,"f"
15,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
15,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
15,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_f""","""bare""",-1,"f"
15,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
15,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_f""","""bare""",-1,"f"
15,1,"""blue""","""scene_blue_video_90.gif""","true","""90""","""blue_probably_f""","""probably""",0,"f"
15,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
15,1,"""orange""","""scene_orange_video_0.gif""","true","""0""","""orange_bare_f""","""bare""",1,"f"
15,1,"""orange""","""scene_orange_video_40.gif""","true","""40""","""orange_might_f""","""might""",1,"f"
15,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_f""","""probably""",-1,"f"
15,1,"""blue""","""scene_blue_video_90.gif""","false","""90""","""blue_probably_f""","""probably""",1,"f"
15,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
15,1,"""orange""","""scene_orange_video_0.gif""","true","""0""","""orange_bare_f""","""bare""",1,"f"
15,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
16,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
16,1,"""orange""","""scene_orange_video_40.gif""","true","""40""","""orange_might_f""","""might""",0,"f"
16,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
16,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_f""","""might""",1,"f"
16,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
16,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
16,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_f""","""probably""",-1,"f"
16,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
16,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
16,1,"""orange""","""scene_orange_video_0.gif""","false","""0""","""orange_bare_f""","""bare""",1,"f"
16,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_f""","""bare""",-1,"f"
16,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_f""","""bare""",-1,"f"
16,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
16,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_f""","""might""",1,"f"
16,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
16,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
16,1,"""blue""","""scene_blue_video_100.gif""","true","""100""","""blue_bare_f""","""bare""",1,"f"
16,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_f""","""bare""",-1,"f"
16,1,"""orange""","""scene_orange_video_10.gif""","false","""10""","""orange_probably_f""","""probably""",1,"f"
16,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
17,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
17,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_f""","""bare""",-1,"f"
17,1,"""orange""","""scene_orange_video_40.gif""","false","""40""","""orange_might_f""","""might""",1,"f"
17,1,"""orange""","""scene_orange_video_40.gif""","false","""40""","""orange_might_f""","""might""",1,"f"
17,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
17,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_f""","""probably""",-1,"f"
17,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_f""","""bare""",-1,"f"
17,1,"""blue""","""scene_blue_video_100.gif""","false","""100""","""blue_bare_f""","""bare""",1,"f"
17,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
17,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_f""","""might""",1,"f"
17,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
17,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
17,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
17,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_f""","""bare""",-1,"f"
17,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
17,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_f""","""probably""",-1,"f"
17,1,"""orange""","""scene_orange_video_40.gif""","false","""40""","""orange_might_f""","""might""",1,"f"
17,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
17,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
17,1,"""blue""","""scene_blue_video_100.gif""","false","""100""","""blue_bare_f""","""bare""",1,"f"
18,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_f""","""bare""",-1,"f"
18,1,"""orange""","""scene_orange_video_10.gif""","true","""10""","""orange_probably_f""","""probably""",0,"f"
18,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_f""","""bare""",-1,"f"
18,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_f""","""probably""",-1,"f"
18,1,"""orange""","""scene_orange_video_0.gif""","true","""0""","""orange_bare_f""","""bare""",1,"f"
18,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_f""","""bare""",-1,"f"
18,1,"""blue""","""scene_blue_video_60.gif""","true","""60""","""blue_might_f""","""might""",1,"f"
18,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
18,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
18,1,"""blue""","""scene_blue_video_90.gif""","true","""90""","""blue_probably_f""","""probably""",1,"f"
18,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
18,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_f""","""might""",1,"f"
18,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_f""","""bare""",-1,"f"
18,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
18,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
18,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
18,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_f""","""might""",1,"f"
18,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
18,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
18,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
19,1,"""blue""","""scene_blue_video_90.gif""","false","""90""","""blue_probably_f""","""probably""",1,"f"
19,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
19,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
19,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_f""","""might""",1,"f"
19,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
19,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_f""","""bare""",-1,"f"
19,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_f""","""bare""",-1,"f"
19,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
19,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
19,1,"""orange""","""scene_orange_video_0.gif""","false","""0""","""orange_bare_f""","""bare""",1,"f"
19,1,"""orange""","""scene_orange_video_10.gif""","true","""10""","""orange_probably_f""","""probably""",1,"f"
19,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_f""","""probably""",-1,"f"
19,1,"""blue""","""scene_blue_video_60.gif""","true","""60""","""blue_might_f""","""might""",1,"f"
19,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_f""","""probably""",-1,"f"
19,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
19,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_f""","""might""",1,"f"
19,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_f""","""bare""",-1,"f"
19,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_f""","""might""",-1,"f"
19,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_f""","""might""",-1,"f"
19,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_f""","""bare""",-1,"f"
20,1,"""blue""","""scene_blue_video_100.gif""","true","""100""","""blue_bare_m""","""bare""",0,"m"
20,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
20,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_m""","""probably""",-1,"m"
20,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_m""","""bare""",-1,"m"
20,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_m""","""might""",1,"m"
20,1,"""blue""","""scene_blue_video_60.gif""","true","""60""","""blue_might_m""","""might""",1,"m"
20,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_m""","""bare""",-1,"m"
20,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
20,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_m""","""probably""",-1,"m"
20,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
20,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_m""","""probably""",-1,"m"
20,1,"""blue""","""scene_blue_video_90.gif""","true","""90""","""blue_probably_m""","""probably""",1,"m"
20,1,"""blue""","""scene_blue_video_60.gif""","true","""60""","""blue_might_m""","""might""",1,"m"
20,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_m""","""bare""",-1,"m"
20,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_m""","""bare""",-1,"m"
20,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
20,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_m""","""probably""",-1,"m"
20,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
20,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
20,1,"""orange""","""scene_orange_video_40.gif""","true","""40""","""orange_might_m""","""might""",1,"m"
21,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
21,1,"""orange""","""scene_orange_video_40.gif""","true","""40""","""orange_might_m""","""might""",0,"m"
21,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
21,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
21,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_m""","""might""",1,"m"
21,1,"""blue""","""scene_blue_video_100.gif""","false","""100""","""blue_bare_m""","""bare""",1,"m"
21,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_m""","""probably""",-1,"m"
21,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_m""","""bare""",-1,"m"
21,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_m""","""probably""",-1,"m"
21,1,"""orange""","""scene_orange_video_0.gif""","true","""0""","""orange_bare_m""","""bare""",1,"m"
21,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_m""","""probably""",-1,"m"
21,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
21,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
21,1,"""orange""","""scene_orange_video_10.gif""","true","""10""","""orange_probably_m""","""probably""",1,"m"
21,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
21,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_m""","""probably""",-1,"m"
21,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_m""","""bare""",-1,"m"
21,1,"""orange""","""scene_orange_video_40.gif""","false","""40""","""orange_might_m""","""might""",1,"m"
21,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
21,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_m""","""bare""",-1,"m"
22,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
22,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
22,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
22,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_m""","""probably""",-1,"m"
22,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_m""","""bare""",-1,"m"
22,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_m""","""bare""",-1,"m"
22,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_m""","""bare""",-1,"m"
22,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_m""","""probably""",-1,"m"
22,1,"""orange""","""scene_orange_video_40.gif""","true","""40""","""orange_might_m""","""might""",0,"m"
22,1,"""orange""","""scene_orange_video_10.gif""","true","""10""","""orange_probably_m""","""probably""",1,"m"
22,1,"""orange""","""scene_orange_video_40.gif""","true","""40""","""orange_might_m""","""might""",1,"m"
22,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
22,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_m""","""probably""",-1,"m"
22,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_m""","""might""",1,"m"
22,1,"""orange""","""scene_orange_video_10.gif""","true","""10""","""orange_probably_m""","""probably""",1,"m"
22,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
22,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_m""","""bare""",-1,"m"
22,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
22,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_m""","""bare""",-1,"m"
22,1,"""orange""","""scene_orange_video_40.gif""","false","""40""","""orange_might_m""","""might""",1,"m"
23,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_m""","""might""",1,"m"
23,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_m""","""probably""",-1,"m"
23,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
23,1,"""blue""","""scene_blue_video_100.gif""","true","""100""","""blue_bare_m""","""bare""",0,"m"
23,1,"""orange""","""scene_orange_video_40.gif""","true","""40""","""orange_might_m""","""might""",1,"m"
23,1,"""blue""","""scene_blue_video_90.gif""","false","""90""","""blue_probably_m""","""probably""",1,"m"
23,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_m""","""bare""",-1,"m"
23,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_m""","""probably""",-1,"m"
23,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_m""","""probably""",-1,"m"
23,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_m""","""probably""",-1,"m"
23,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
23,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
23,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
23,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_m""","""bare""",-1,"m"
23,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_m""","""bare""",-1,"m"
23,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_m""","""might""",1,"m"
23,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_m""","""might""",1,"m"
23,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_m""","""bare""",-1,"m"
23,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
23,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
24,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_m""","""bare""",-1,"m"
24,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
24,1,"""blue""","""scene_blue_video_100.gif""","true","""100""","""blue_bare_m""","""bare""",0,"m"
24,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
24,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_m""","""probably""",-1,"m"
24,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
24,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
24,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
24,0,"""blue""","""scene_blue_video_100.gif""",NA,"""100""","""blue_bare_m""","""bare""",-1,"m"
24,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
24,1,"""blue""","""scene_blue_video_90.gif""","true","""90""","""blue_probably_m""","""probably""",1,"m"
24,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
24,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_m""","""probably""",-1,"m"
24,1,"""orange""","""scene_orange_video_0.gif""","true","""0""","""orange_bare_m""","""bare""",1,"m"
24,1,"""blue""","""scene_blue_video_60.gif""","false","""60""","""blue_might_m""","""might""",1,"m"
24,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
24,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_m""","""probably""",-1,"m"
24,1,"""orange""","""scene_orange_video_0.gif""","true","""0""","""orange_bare_m""","""bare""",1,"m"
24,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
24,1,"""orange""","""scene_orange_video_10.gif""","false","""10""","""orange_probably_m""","""probably""",1,"m"
25,1,"""orange""","""scene_orange_video_40.gif""","false","""40""","""orange_might_m""","""might""",0,"m"
25,1,"""blue""","""scene_blue_video_90.gif""","true","""90""","""blue_probably_m""","""probably""",1,"m"
25,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_m""","""bare""",-1,"m"
25,1,"""blue""","""scene_blue_video_90.gif""","true","""90""","""blue_probably_m""","""probably""",1,"m"
25,0,"""blue""","""scene_blue_video_90.gif""",NA,"""90""","""blue_probably_m""","""probably""",-1,"m"
25,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
25,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
25,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
25,1,"""orange""","""scene_orange_video_40.gif""","true","""40""","""orange_might_m""","""might""",0,"m"
25,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_m""","""bare""",-1,"m"
25,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
25,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_m""","""probably""",-1,"m"
25,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
25,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_m""","""bare""",-1,"m"
25,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
25,0,"""orange""","""scene_orange_video_0.gif""",NA,"""0""","""orange_bare_m""","""bare""",-1,"m"
25,1,"""orange""","""scene_orange_video_0.gif""","true","""0""","""orange_bare_m""","""bare""",1,"m"
25,0,"""orange""","""scene_orange_video_40.gif""",NA,"""40""","""orange_might_m""","""might""",-1,"m"
25,0,"""orange""","""scene_orange_video_10.gif""",NA,"""10""","""orange_probably_m""","""probably""",-1,"m"
25,1,"""blue""","""scene_blue_video_60.gif""","true","""60""","""blue_might_m""","""might""",1,"m"
26,0,"""blue""","""scene_blue_video_60.gif""",NA,"""60""","""blue_might_m""","""might""",-1,"m"
