"workerid","color","percentage_blue","modal","rating","speaker_cond"
6,"""blue""",10,"""probably""",0,"f"
6,"""blue""",25,"""probably""",0,"f"
6,"""blue""",40,"""probably""",0,"f"
6,"""blue""",50,"""probably""",0,"f"
6,"""blue""",60,"""probably""",0,"f"
6,"""blue""",75,"""probably""",0.58,"f"
6,"""blue""",90,"""probably""",1,"f"
6,"""blue""",100,"""probably""",0,"f"
7,"""blue""",0,"""might""",0,"f"
7,"""blue""",10,"""might""",0.06,"f"
7,"""blue""",25,"""might""",0.2,"f"
7,"""blue""",40,"""might""",0.72,"f"
7,"""blue""",50,"""might""",0.69,"f"
7,"""blue""",60,"""might""",0.72,"f"
7,"""blue""",75,"""might""",0.53,"f"
7,"""blue""",90,"""might""",0.13,"f"
7,"""blue""",100,"""might""",0,"f"
7,"""blue""",0,"""bare""",0.11,"f"
7,"""blue""",10,"""bare""",0.11,"f"
7,"""blue""",25,"""bare""",0.03,"f"
7,"""blue""",40,"""bare""",0.11,"f"
7,"""blue""",50,"""bare""",0.05,"f"
7,"""blue""",60,"""bare""",0.11,"f"
7,"""blue""",75,"""bare""",0.37,"f"
7,"""blue""",90,"""bare""",0.82,"f"
7,"""blue""",100,"""bare""",1,"f"
7,"""orange""",0,"""might""",0.05,"f"
7,"""orange""",10,"""might""",0.26,"f"
7,"""orange""",25,"""might""",0.51,"f"
7,"""orange""",40,"""might""",0.74,"f"
7,"""orange""",50,"""might""",0.71,"f"
7,"""orange""",60,"""might""",0.7,"f"
7,"""orange""",75,"""might""",0.43,"f"
7,"""orange""",90,"""might""",0.19,"f"
7,"""orange""",100,"""might""",0.14,"f"
7,"""orange""",0,"""bare""",1,"f"
7,"""orange""",10,"""bare""",0.64,"f"
7,"""orange""",25,"""bare""",0.43,"f"
7,"""orange""",40,"""bare""",0.27,"f"
7,"""orange""",50,"""bare""",0.13,"f"
7,"""orange""",60,"""bare""",0.12,"f"
7,"""orange""",75,"""bare""",0,"f"
