"","rat_alpha","utt_other_prob","noise_strength","alpha_bare","beta_bare","cost_bare","alpha_might","beta_might","cost_might","alpha_probably","beta_probably","cost_probably","alpha_think","beta_think","cost_think","alpha_could","beta_could","cost_could","alpha_looks_like","beta_looks_like","cost_looks_like","alpha_bare_not","beta_bare_not","cost_bare_not","mu_bare","var_bare","nu_bare","mu_could","var_could","nu_could","mu_looks_like","var_looks_like","nu_looks_like","mu_might","var_might","nu_might","mu_probably","var_probably","nu_probably","mu_think","var_think","nu_think","mu_bare_not","var_bare_not","nu_bare_not"
"1",2.211211,3.640688e-05,0.07433144,1.2740382487975,0.290228211202498,0.707618680805667,0.929095098439712,3.08520358156029,0.994758240456104,2.55169198351896,1.77107218648104,0.220313269148633,1.65492125869037,1.02797833130963,9.47903452980394,0.799397365452192,1.35420796454781,9.47903452980394,1.3921872444462,0.607414245553798,9.47903452980394,0.406862875079094,1.21881611492091,9.47903452980394,0.8144637,0.0589301399599128,1.56426646,0.37119028,0.0740130839497032,2.15360533,0.69623235,0.0705069875176911,1.99960149,0.23144643,0.0354743487358944,4.01429868,0.59029174,0.0454364300133501,4.32276417,0.61684055,0.0641745125274234,2.68289959,0.25027258,0.0714619785643117,1.62567899
