"","pair","reverse_sent_order","sentence1","sentence2","modal1","modal2","rating1","rating2","rating_other","percentage_blue","color","xxx","catch_trial","catch_trial_answer_correct","speaker","condition","phase","language","gender","age","misread_instructions","trial","subjectid","date"
"3368","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,75,"blue",1,0,-1,"f","confident_f","post_exposure","English","f",20,0,55,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3369","might-probably",0,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,75,"orange",1,0,-1,"f","confident_f","post_exposure","English","f",20,0,56,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3370","might-probably",0,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,25,"orange",1,0,-1,"f","confident_f","post_exposure","English","f",20,0,57,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3371","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0,0,1,0,"blue",1,0,-1,"f","confident_f","post_exposure","English","f",20,0,58,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3372","might-probably",0,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,60,"orange",1,0,-1,"f","confident_f","post_exposure","English","f",20,0,59,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3373","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,50,"blue",1,0,-1,"f","confident_f","post_exposure","English","f",20,0,60,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3374","might-probably",0,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,10,"orange",1,0,-1,"m","confident_f","post_exposure","English","f",20,0,61,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3375","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0,0,1,0,"blue",1,1,1,"m","confident_f","post_exposure","English","f",20,0,62,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3376","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,90,"blue",1,0,-1,"m","confident_f","post_exposure","English","f",20,0,63,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3377","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,60,"blue",1,1,1,"m","confident_f","post_exposure","English","f",20,0,64,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3378","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,100,"blue",1,1,0,"f","confident_f","post_exposure","English","f",20,0,65,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3379","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,60,"blue",1,1,0,"f","confident_f","post_exposure","English","f",20,0,66,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3380","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,40,"blue",1,0,-1,"f","confident_f","post_exposure","English","f",20,0,67,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3381","might-probably",0,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,90,"orange",1,1,1,"m","confident_f","post_exposure","English","f",20,0,68,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3382","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,90,"blue",1,0,-1,"f","confident_f","post_exposure","English","f",20,0,69,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3383","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,25,"blue",1,0,-1,"m","confident_f","post_exposure","English","f",20,0,70,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3384","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,50,"blue",1,0,-1,"m","confident_f","post_exposure","English","f",20,0,71,"a1d89db0a837cbdacc7c78067c2eb3b24ce34257cf2a","2018-11-15T15:30:29-08:00"
"3385","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,10,"blue",1,1,1,"f","confident_m","pre_exposure","English","f",20,1,0,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3386","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.45,0.55,0,25,"orange",1,0,-1,"m","confident_m","pre_exposure","English","f",20,1,1,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3387","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,40,"blue",1,0,-1,"m","confident_m","pre_exposure","English","f",20,1,2,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3388","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.4,0.6,0,25,"orange",1,0,-1,"f","confident_m","pre_exposure","English","f",20,1,3,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3389","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,0.51,0.49,100,"blue",1,0,-1,"f","confident_m","pre_exposure","English","f",20,1,4,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3390","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,0.49,0.51,100,"blue",1,0,-1,"m","confident_m","pre_exposure","English","f",20,1,5,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3391","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,25,"blue",1,0,-1,"m","confident_m","pre_exposure","English","f",20,1,6,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3392","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,75,"orange",1,0,-1,"f","confident_m","pre_exposure","English","f",20,1,7,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3393","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,75,"orange",1,1,0,"m","confident_m","pre_exposure","English","f",20,1,8,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3394","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,50,"orange",1,1,0,"m","confident_m","pre_exposure","English","f",20,1,9,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3395","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.86,0.14,0,50,"blue",1,0,-1,"f","confident_m","pre_exposure","English","f",20,1,10,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3396","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.48,0,0.52,10,"blue",1,0,-1,"m","confident_m","pre_exposure","English","f",20,1,11,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3397","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,100,"orange",1,0,-1,"m","confident_m","pre_exposure","English","f",20,1,12,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3398","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.77,0.23,0,60,"blue",1,0,-1,"f","confident_m","pre_exposure","English","f",20,1,13,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3399","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.51,0,0.49,90,"orange",1,0,-1,"m","confident_m","pre_exposure","English","f",20,1,14,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3400","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.61,0,0.39,90,"orange",1,0,-1,"f","confident_m","pre_exposure","English","f",20,1,15,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3401","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,60,"orange",1,1,0,"f","confident_m","pre_exposure","English","f",20,1,16,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3402","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,40,"orange",1,0,-1,"m","confident_m","pre_exposure","English","f",20,1,17,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3403","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,0,"orange",1,0,-1,"m","confident_m","pre_exposure","English","f",20,1,18,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3404","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.07,0.93,0,90,"blue",1,0,-1,"f","confident_m","pre_exposure","English","f",20,1,19,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3405","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,0,"orange",1,1,1,"f","confident_m","pre_exposure","English","f",20,1,20,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3406","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.31,0.69,0,75,"blue",1,0,-1,"f","confident_m","pre_exposure","English","f",20,1,21,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3407","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.74,0,0.26,50,"blue",1,0,-1,"m","confident_m","pre_exposure","English","f",20,1,22,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3408","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.51,0.3,0.19,50,"orange",1,1,0,"f","confident_m","pre_exposure","English","f",20,1,23,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3409","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.72,0.28,0,40,"orange",1,0,-1,"f","confident_m","pre_exposure","English","f",20,1,24,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3410","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.51,0.16,0.33,75,"blue",1,0,-1,"m","confident_m","pre_exposure","English","f",20,1,25,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3411","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,60,"blue",1,1,1,"m","confident_m","pre_exposure","English","f",20,1,26,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3412","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.4,0.6,0,10,"orange",1,0,-1,"f","confident_m","pre_exposure","English","f",20,1,27,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3413","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,100,"orange",1,1,1,"f","confident_m","pre_exposure","English","f",20,1,28,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3414","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,25,"blue",1,1,1,"f","confident_m","pre_exposure","English","f",20,1,29,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3415","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,0,1,0,"blue",1,0,-1,"f","confident_m","pre_exposure","English","f",20,1,30,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3416","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,40,"blue",1,0,-1,"f","confident_m","pre_exposure","English","f",20,1,31,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3417","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,60,"orange",1,0,-1,"m","confident_m","pre_exposure","English","f",20,1,32,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3418","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.2,0.8,0,90,"blue",1,0,-1,"m","confident_m","pre_exposure","English","f",20,1,33,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3419","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.18,0.82,0,10,"orange",1,0,-1,"m","confident_m","pre_exposure","English","f",20,1,34,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3420","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,0,1,0,"blue",1,0,-1,"m","confident_m","pre_exposure","English","f",20,1,35,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3421","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,25,"orange",1,0,-1,"m","confident_m","post_exposure","English","f",20,1,36,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3422","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,90,"orange",1,0,-1,"f","confident_m","post_exposure","English","f",20,1,37,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3423","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,100,"blue",1,0,-1,"f","confident_m","post_exposure","English","f",20,1,38,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3424","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,40,"orange",1,0,-1,"m","confident_m","post_exposure","English","f",20,1,39,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3425","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.6,0.4,0,50,"blue",1,0,-1,"f","confident_m","post_exposure","English","f",20,1,40,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3426","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,100,"orange",1,1,1,"f","confident_m","post_exposure","English","f",20,1,41,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3427","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,60,"blue",1,0,-1,"f","confident_m","post_exposure","English","f",20,1,42,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3428","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,50,"orange",1,1,1,"f","confident_m","post_exposure","English","f",20,1,43,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3429","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,60,"blue",1,1,1,"m","confident_m","post_exposure","English","f",20,1,44,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3430","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,75,"orange",1,1,1,"m","confident_m","post_exposure","English","f",20,1,45,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3431","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,25,"orange",1,0,-1,"f","confident_m","post_exposure","English","f",20,1,46,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3432","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,50,"orange",1,1,0,"m","confident_m","post_exposure","English","f",20,1,47,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3433","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,60,"orange",1,0,-1,"m","confident_m","post_exposure","English","f",20,1,48,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3434","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,0,"orange",1,0,-1,"m","confident_m","post_exposure","English","f",20,1,49,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3435","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,90,"blue",1,0,-1,"f","confident_m","post_exposure","English","f",20,1,50,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3436","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,25,"blue",1,0,-1,"m","confident_m","post_exposure","English","f",20,1,51,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3437","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,40,"blue",1,0,-1,"f","confident_m","post_exposure","English","f",20,1,52,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3438","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,0,"orange",1,1,1,"f","confident_m","post_exposure","English","f",20,1,53,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3439","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,75,"orange",1,0,-1,"f","confident_m","post_exposure","English","f",20,1,54,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3440","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,0,1,0,"blue",1,0,-1,"f","confident_m","post_exposure","English","f",20,1,55,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3441","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,10,"blue",1,0,-1,"m","confident_m","post_exposure","English","f",20,1,56,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3442","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,10,"blue",1,1,1,"f","confident_m","post_exposure","English","f",20,1,57,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3443","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,100,"blue",1,0,-1,"m","confident_m","post_exposure","English","f",20,1,58,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3444","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,10,"orange",1,0,-1,"m","confident_m","post_exposure","English","f",20,1,59,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3445","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,25,"blue",1,1,1,"f","confident_m","post_exposure","English","f",20,1,60,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3446","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,75,"blue",1,0,-1,"f","confident_m","post_exposure","English","f",20,1,61,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3447","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,75,"blue",1,0,-1,"m","confident_m","post_exposure","English","f",20,1,62,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3448","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,60,"orange",1,1,1,"f","confident_m","post_exposure","English","f",20,1,63,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3449","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,100,"orange",1,0,-1,"m","confident_m","post_exposure","English","f",20,1,64,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3450","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.84,0,0.16,40,"blue",1,0,-1,"m","confident_m","post_exposure","English","f",20,1,65,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3451","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,10,"orange",1,0,-1,"f","confident_m","post_exposure","English","f",20,1,66,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3452","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,40,"orange",1,0,-1,"f","confident_m","post_exposure","English","f",20,1,67,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3453","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,50,"blue",1,0,-1,"m","confident_m","post_exposure","English","f",20,1,68,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3454","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,0,1,0,"blue",1,0,-1,"m","confident_m","post_exposure","English","f",20,1,69,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3455","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.8,0,0.2,90,"orange",1,0,-1,"m","confident_m","post_exposure","English","f",20,1,70,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3456","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,90,"blue",1,0,-1,"m","confident_m","post_exposure","English","f",20,1,71,"bc8eba94d80b1bec06b1d3eec80e36bcbef1fe190206","2018-11-15T15:34:28-08:00"
"3457","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0.81,0.19,0,40,"blue",1,0,-1,"f","confident_f","pre_exposure","Gujarati","m",18,0,0,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
"3458","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0.81,0.19,0,50,"blue",1,1,0,"m","confident_f","pre_exposure","Gujarati","m",18,0,1,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
"3459","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0,0,1,0,"blue",1,0,-1,"f","confident_f","pre_exposure","Gujarati","m",18,0,2,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
"3460","might-probably",0,"You might get an orange one","You'll probably get an orange one","might","probably",0.03,0.97,0,10,"orange",1,1,1,"m","confident_f","pre_exposure","Gujarati","m",18,0,3,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
"3461","might-probably",0,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,0,"orange",1,0,-1,"f","confident_f","pre_exposure","Gujarati","m",18,0,4,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
"3462","might-probably",0,"You might get an orange one","You'll probably get an orange one","might","probably",0.62,0.38,0,50,"orange",1,1,1,"f","confident_f","pre_exposure","Gujarati","m",18,0,5,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
"3463","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0.12,0.88,0,60,"blue",1,0,-1,"m","confident_f","pre_exposure","Gujarati","m",18,0,6,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
"3464","might-probably",0,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,100,"orange",1,0,-1,"f","confident_f","pre_exposure","Gujarati","m",18,0,7,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
"3465","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0.06,0.94,0,60,"blue",1,0,-1,"f","confident_f","pre_exposure","Gujarati","m",18,0,8,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
"3466","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0,0,1,100,"blue",1,0,-1,"f","confident_f","pre_exposure","Gujarati","m",18,0,9,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
"3467","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0.32,0,0.68,10,"blue",1,1,1,"m","confident_f","pre_exposure","Gujarati","m",18,0,10,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
"3468","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",0.64,0.36,0,50,"blue",1,1,1,"f","confident_f","pre_exposure","Gujarati","m",18,0,11,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
"3469","might-probably",0,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,25,"orange",1,0,-1,"f","confident_f","pre_exposure","Gujarati","m",18,0,12,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
"3470","might-probably",0,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,75,"orange",1,1,1,"f","confident_f","pre_exposure","Gujarati","m",18,0,13,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
"3471","might-probably",0,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,75,"orange",1,0,-1,"m","confident_f","pre_exposure","Gujarati","m",18,0,14,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
"3472","might-probably",0,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,25,"blue",1,0,-1,"f","confident_f","pre_exposure","Gujarati","m",18,0,15,"e50ca846c18b124978f18be056e8f870a5a94045c7fd","2018-11-15T15:40:44-08:00"
