"","pair","reverse_sent_order","sentence1","sentence2","modal1","modal2","rating1","rating2","rating_other","percentage_blue","color","xxx","catch_trial","catch_trial_answer_correct","speaker","condition","phase","language","gender","age","misread_instructions","trial","subjectid","date"
"344","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,50,"orange",1,0,-1,"f","confident_f","post_exposure","English","f",21,0,55,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"345","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,75,"blue",1,0,-1,"m","confident_f","post_exposure","English","f",21,0,56,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"346","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,75,"blue",1,0,-1,"f","confident_f","post_exposure","English","f",21,0,57,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"347","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,10,"orange",1,0,-1,"m","confident_f","post_exposure","English","f",21,0,58,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"348","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,40,"orange",1,0,-1,"f","confident_f","post_exposure","English","f",21,0,59,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"349","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,25,"orange",1,0,-1,"m","confident_f","post_exposure","English","f",21,0,60,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"350","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,0,"orange",1,0,-1,"m","confident_f","post_exposure","English","f",21,0,61,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"351","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,90,"blue",1,1,1,"f","confident_f","post_exposure","English","f",21,0,62,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"352","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,75,"orange",1,0,-1,"f","confident_f","post_exposure","English","f",21,0,63,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"353","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,50,"blue",1,0,-1,"m","confident_f","post_exposure","English","f",21,0,64,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"354","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,60,"blue",1,0,-1,"m","confident_f","post_exposure","English","f",21,0,65,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"355","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,25,"blue",1,1,0,"m","confident_f","post_exposure","English","f",21,0,66,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"356","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,10,"orange",1,1,1,"f","confident_f","post_exposure","English","f",21,0,67,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"357","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,60,"blue",1,0,-1,"f","confident_f","post_exposure","English","f",21,0,68,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"358","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,40,"orange",1,0,-1,"m","confident_f","post_exposure","English","f",21,0,69,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"359","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,40,"blue",1,1,1,"m","confident_f","post_exposure","English","f",21,0,70,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"360","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,10,"blue",1,0,-1,"f","confident_f","post_exposure","English","f",21,0,71,"f75eb0754e227b612594cb590ac2671e7b7a9ab672be","2018-11-09T20:59:36-08:00"
"361","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.3,0.7,0,75,"orange",1,0,-1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,0,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"362","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,60,"orange",1,0,-1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,1,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"363","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.1,0.9,0,90,"blue",1,1,1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,2,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"364","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,40,"blue",1,0,-1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,3,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"365","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.11,0.89,0,90,"blue",1,0,-1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,4,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"366","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,60,"blue",1,0,-1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,5,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"367","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.04,0.96,0,10,"orange",1,0,-1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,6,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"368","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.11,0,0.89,10,"blue",1,0,-1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,7,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"369","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.61,0.39,0,40,"orange",1,0,-1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,8,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"370","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.78,0,0.22,75,"orange",1,0,-1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,9,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"371","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.08,0,0.92,0,"blue",1,0,-1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,10,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"372","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,0,1,100,"blue",1,1,1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,11,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"373","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,0,"orange",1,0,-1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,12,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"374","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.08,0.92,0,25,"orange",1,0,-1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,13,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"375","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,0,"orange",1,0,-1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,14,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"376","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.09,0.91,0,25,"orange",1,0,-1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,15,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"377","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.11,0.89,0,75,"blue",1,0,-1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,16,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"378","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,100,"orange",1,0,-1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,17,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"379","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,0,1,100,"blue",1,0,-1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,18,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"380","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.11,0,0.89,10,"blue",1,0,-1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,19,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"381","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.85,0.15,0,50,"orange",1,0,-1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,20,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"382","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.18,0.82,0,75,"blue",1,0,-1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,21,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"383","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.15,0,0.85,90,"orange",1,1,0,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,22,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"384","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.09,0,0.91,90,"orange",1,1,1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,23,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"385","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.85,0.15,0,50,"blue",1,0,-1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,24,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"386","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.87,0.13,0,50,"orange",1,0,-1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,25,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"387","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.18,0.82,0,10,"orange",1,1,1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,26,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"388","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.41,0,0.59,25,"blue",1,1,1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,27,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"389","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.84,0.16,0,50,"blue",1,0,-1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,28,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"390","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.07,0,0.93,0,"blue",1,1,1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,29,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"391","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.81,0.19,0,40,"orange",1,1,1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,30,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"392","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.87,0.13,0,60,"orange",1,0,-1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,31,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"393","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.8,0.2,0,40,"blue",1,0,-1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,32,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"394","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.46,0.1,0.44,25,"blue",1,1,0,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,33,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"395","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.14,0,0.86,100,"orange",1,0,-1,"f","confident_m","pre_exposure","English, Mandarin","f",22,0,34,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"396","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.83,0.17,0,60,"blue",1,0,-1,"m","confident_m","pre_exposure","English, Mandarin","f",22,0,35,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"397","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,0,"orange",1,0,-1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,36,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"398","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,90,"blue",1,1,0,"m","confident_m","post_exposure","English, Mandarin","f",22,0,37,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"399","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,60,"blue",1,0,-1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,38,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"400","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,40,"blue",1,0,-1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,39,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"401","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,25,"blue",1,1,1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,40,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"402","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,10,"orange",1,1,1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,41,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"403","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,0,0.99,0,"blue",1,0,-1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,42,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"404","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,90,"blue",1,0,-1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,43,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"405","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,0,1,100,"blue",1,0,-1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,44,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"406","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,10,"orange",1,0,-1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,45,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"407","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,50,"orange",1,0,-1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,46,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"408","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,75,"orange",1,0,-1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,47,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"409","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,60,"orange",1,0,-1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,48,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"410","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,0,1,100,"blue",1,1,0,"m","confident_m","post_exposure","English, Mandarin","f",22,0,49,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"411","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,75,"orange",1,0,-1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,50,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"412","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,50,"blue",1,0,-1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,51,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"413","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,60,"orange",1,0,-1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,52,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"414","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,10,"blue",1,0,-1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,53,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"415","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,0,1,0,"blue",1,1,1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,54,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"416","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,25,"orange",1,0,-1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,55,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"417","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,40,"orange",1,1,1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,56,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"418","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,90,"orange",1,1,1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,57,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"419","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,90,"orange",1,1,1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,58,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"420","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,40,"orange",1,0,-1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,59,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"421","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,1,0,25,"orange",1,0,-1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,60,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"422","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,60,"blue",1,0,-1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,61,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"423","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,75,"blue",1,0,-1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,62,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"424","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,0,"orange",1,0,-1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,63,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"425","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",1,0,0,50,"orange",1,0,-1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,64,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"426","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0,1,0,75,"blue",1,0,-1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,65,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"427","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,50,"blue",1,0,-1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,66,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"428","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,10,"blue",1,0,-1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,67,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"429","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,25,"blue",1,1,1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,68,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"430","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,100,"orange",1,0,-1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,69,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"431","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,100,"orange",1,0,-1,"m","confident_m","post_exposure","English, Mandarin","f",22,0,70,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"432","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",1,0,0,40,"blue",1,0,-1,"f","confident_m","post_exposure","English, Mandarin","f",22,0,71,"397f997ea3b5ed06e0cf0f17714c784224c51a7cfd65","2018-11-10T01:56:29-08:00"
"433","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.21,0.79,0,90,"blue",1,1,1,"m","confident_m","pre_exposure","English","f",20,0,0,"20c6f99fdfa3abdce7a309c6d489df89a49dfad7f761","2018-11-10T10:52:52-08:00"
"434","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.76,0.24,0,60,"orange",1,0,-1,"f","confident_m","pre_exposure","English","f",20,0,1,"20c6f99fdfa3abdce7a309c6d489df89a49dfad7f761","2018-11-10T10:52:52-08:00"
"435","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.39,0.61,0,40,"orange",1,1,0,"m","confident_m","pre_exposure","English","f",20,0,2,"20c6f99fdfa3abdce7a309c6d489df89a49dfad7f761","2018-11-10T10:52:52-08:00"
"436","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.75,0.25,0,60,"orange",1,0,-1,"m","confident_m","pre_exposure","English","f",20,0,3,"20c6f99fdfa3abdce7a309c6d489df89a49dfad7f761","2018-11-10T10:52:52-08:00"
"437","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.73,0.27,0,50,"blue",1,0,-1,"f","confident_m","pre_exposure","English","f",20,0,4,"20c6f99fdfa3abdce7a309c6d489df89a49dfad7f761","2018-11-10T10:52:52-08:00"
"438","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.09,0.91,0,90,"blue",1,0,-1,"f","confident_m","pre_exposure","English","f",20,0,5,"20c6f99fdfa3abdce7a309c6d489df89a49dfad7f761","2018-11-10T10:52:52-08:00"
"439","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.3,0,0.7,90,"orange",1,0,-1,"m","confident_m","pre_exposure","English","f",20,0,6,"20c6f99fdfa3abdce7a309c6d489df89a49dfad7f761","2018-11-10T10:52:52-08:00"
"440","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.19,0,0.81,10,"blue",1,1,0,"m","confident_m","pre_exposure","English","f",20,0,7,"20c6f99fdfa3abdce7a309c6d489df89a49dfad7f761","2018-11-10T10:52:52-08:00"
"441","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.26,0,0.74,90,"orange",1,0,-1,"f","confident_m","pre_exposure","English","f",20,0,8,"20c6f99fdfa3abdce7a309c6d489df89a49dfad7f761","2018-11-10T10:52:52-08:00"
"442","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.33,0.67,0,75,"blue",1,0,-1,"m","confident_m","pre_exposure","English","f",20,0,9,"20c6f99fdfa3abdce7a309c6d489df89a49dfad7f761","2018-11-10T10:52:52-08:00"
"443","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.43,0.57,0,40,"orange",1,0,-1,"f","confident_m","pre_exposure","English","f",20,0,10,"20c6f99fdfa3abdce7a309c6d489df89a49dfad7f761","2018-11-10T10:52:52-08:00"
"444","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0,0,1,100,"orange",1,0,-1,"f","confident_m","pre_exposure","English","f",20,0,11,"20c6f99fdfa3abdce7a309c6d489df89a49dfad7f761","2018-11-10T10:52:52-08:00"
"445","might-probably",1,"You might get a blue one","You'll probably get a blue one","might","probably",0.44,0.56,0,75,"blue",1,0,-1,"f","confident_m","pre_exposure","English","f",20,0,12,"20c6f99fdfa3abdce7a309c6d489df89a49dfad7f761","2018-11-10T10:52:52-08:00"
"446","might-probably",1,"You might get an orange one","You'll probably get an orange one","might","probably",0.65,0.35,0,50,"orange",1,0,-1,"f","confident_m","pre_exposure","English","f",20,0,13,"20c6f99fdfa3abdce7a309c6d489df89a49dfad7f761","2018-11-10T10:52:52-08:00"
